ProfileID,ModelCondition,ModelID,Datatype,WESKit,Product,Stranded,Source,SharedToDbgap
PR-4l7y7C,MC-000045-yAHm,ACH-000045,wes,AGILENT,,,SANGER,
PR-4lF8e0,MC-000851-DKZr,ACH-000851,wes,ICE,,,BROAD,
PR-4LOGQx,MC-000805-qr8y,ACH-000805,wes,AGILENT,,,SANGER,
PR-4mcoFq,MC-000099-FsxW,ACH-000099,wes,AGILENT,,,BROAD,
PR-4MPxCs,MC-000335-xH2O,ACH-000335,wes,AGILENT,,,SANGER,
PR-4n1OpK,MC-000460-OPZJ,ACH-000460,wgs,,NOVA_SEQ_6000,,BROAD,
PR-4ngqZx,MC-002215-EIOT,ACH-002215,wes,AGILENT,,,SANGER,
PR-4ojy7t,MC-001151-bcLI,ACH-001151,wes,AGILENT,,,SANGER,
PR-4oRDiG,MC-000480-LnYg,ACH-000480,wes,AGILENT,,,SANGER,
PR-4oVVpL,MC-001148-pMM7,ACH-001148,rna,,,True,BROAD,True
PR-4PTNLB,MC-001548-CZI2,ACH-001548,rna,,,True,BROAD,True
PR-4QSpSI,MC-001617-bsKb,ACH-001617,rna,,,True,BROAD,True
PR-4rthc9,MC-000823-tiwS,ACH-000823,rna,,,False,BROAD,
PR-4rUiFM,MC-001662-jY7P,ACH-001662,rna,,,True,BROAD,
PR-4SIGBu,MC-000367-z5wu,ACH-000367,wgs,,,,BROAD,
PR-4U6ZhH,MC-002036-zaQ6,ACH-002036,wgs,,NOVA_SEQ_6000,,BROAD,
PR-4uNl0E,MC-003471-L3Y3,ACH-003471,wes,ICE,HISEQ_4000,,BROAD,
PR-4UVJG8,MC-000302-TT0u,ACH-000302,rna,,,False,BROAD,
PR-4uxFBt,MC-001201-sBT2,ACH-001201,rna,,,True,BROAD,True
PR-4vbVP3,MC-001364-oBUk,ACH-001364,wes,AGILENT,,,SANGER,
PR-4VQCNI,MC-000239-Gdms,ACH-000239,rna,,,False,BROAD,
PR-4VyVNa,MC-002946-4pvi,ACH-002946,wgs,,,,BROAD,
PR-4wcLbC,MC-002077-P1VK,ACH-002077,rna,,,True,BROAD,True
PR-4WLHmA,MC-000832-JtON,ACH-000832,wes,AGILENT,,,SANGER,
PR-4wqcKJ,MC-001606-RQQZ,ACH-001606,wes,AGILENT,,,SANGER,
PR-4yrbNH,MC-000213-7y66,ACH-000213,rna,,,False,BROAD,
PR-4ysADv,MC-000534-wcWB,ACH-000534,wes,AGILENT,,,SANGER,
PR-4ZNNdI,MC-001642-0e1Y,ACH-001642,wes,AGILENT,,,SANGER,
PR-50EY5A,MC-001163-vV3z,ACH-001163,rna,,,True,BROAD,
PR-53NIiV,MC-003121-PYY1,ACH-003121,rna,,NOVA_SEQ_6000,True,BROAD,
PR-53yu7G,MC-000036-086s,ACH-000036,wgs,,NOVA_SEQ_6000,,BROAD,
PR-562g0G,MC-000040-n11m,ACH-000040,wes,AGILENT,,,SANGER,
PR-56aAn6,MC-001683-bWTi,ACH-001683,rna,,,True,BROAD,
PR-57besX,MC-000216-RgzG,ACH-000216,wgs,,NOVA_SEQ_6000,,BROAD,
PR-5Aegb2,MC-002168-BdXO,ACH-002168,wes,AGILENT,,,SANGER,
PR-5biXpL,MC-000168-L3Ll,ACH-000168,rna,,,False,BROAD,
PR-5bw8Sw,MC-001099-jclT,ACH-001099,wgs,,NOVA_SEQ_6000,,BROAD,
PR-5cxr4t,MC-000745-0SAR,ACH-000745,wes,AGILENT,,,BROAD,
PR-5d6LKV,MC-000209-gfOv,ACH-000209,rna,,,False,BROAD,
PR-5DLC8Z,MC-003148-47GP,ACH-003148,rna,,NOVA_SEQ_6000,True,BROAD,
PR-5E6PNA,MC-001412-q1LP,ACH-001412,rna,,,True,BROAD,True
PR-5EAjfk,MC-001001-SLVN,ACH-001001,wgs,,,,BROAD,
PR-5ecI84,MC-002231-fvp3,ACH-002231,wes,AGILENT,,,SANGER,
PR-5edXPt,MC-000881-H36w,ACH-000881,rna,,,False,BROAD,
PR-5ekAAC,MC-001339-5nRN,ACH-001339,rna,,,True,BROAD,True
PR-5eybX8,MC-000893-ZlAo,ACH-000893,wes,AGILENT,,,SANGER,
PR-5F2d61,MC-000621-OQLl,ACH-000621,wes,AGILENT,,,SANGER,
PR-5FPUnv,MC-000230-BXOo,ACH-000230,rna,,,False,BROAD,
PR-5FunEE,MC-000559-OXfk,ACH-000559,wes,AGILENT,,,BROAD,
PR-5gssK0,MC-000440-o2P6,ACH-000440,rna,,,False,BROAD,
PR-5gX5yv,MC-000781-G5rR,ACH-000781,wgs,,NOVA_SEQ_6000,,BROAD,
PR-5I15LD,MC-001652-lAQg,ACH-001652,rna,,,True,BROAD,True
PR-5IAyrX,MC-000733-94AG,ACH-000733,rna,,,False,BROAD,
PR-5IWcSG,MC-000446-BoNJ,ACH-000446,wes,AGILENT,,,BROAD,
PR-5JIUJb,MC-000618-7qcd,ACH-000618,rna,,,False,BROAD,
PR-5JruUz,MC-000984-epFQ,ACH-000984,rna,,,False,BROAD,
PR-5KV6hR,MC-001555-ezZP,ACH-001555,wes,ICE,,,BROAD,True
PR-5LAnFI,MC-000055-M4n1,ACH-000055,rna,,,False,BROAD,
PR-5McWUB,MC-002662-0u5H,ACH-002662,wgs,,,,BROAD,
PR-5MNsLN,MC-002034-oyVP,ACH-002034,wgs,,,,BROAD,
PR-5n4TMD,MC-003470-H3L3,ACH-003470,wes,ICE,,,BROAD,
PR-5nAkgO,MC-000210-6UEs,ACH-000210,rna,,,False,BROAD,
PR-5NFOUr,MC-000784-8ktU,ACH-000784,wgs,,,,BROAD,
PR-5nV5Qo,MC-000635-yEVa,ACH-000635,rna,,,False,BROAD,
PR-5pZ3Pe,MC-000036-CO69,ACH-000036,wes,ICE,,,BROAD,
PR-5qdqOZ,MC-000920-JD3R,ACH-000920,wes,AGILENT,,,SANGER,
PR-5QjuhC,MC-002801-Dhlv,ACH-002801,wgs,,,,BROAD,
PR-5qJXb3,MC-001542-r6aC,ACH-001542,wes,AGILENT,,,SANGER,
PR-5rHKiV,MC-002090-hcKH,ACH-002090,wes,AGILENT,,,SANGER,
PR-5rISRc,MC-000006-kr0r,ACH-000006,wes,AGILENT,,,SANGER,
PR-5sCxrE,MC-001639-4v7O,ACH-001639,wes,AGILENT,,,SANGER,
PR-5TkdPd,MC-001493-yY6r,ACH-001493,rna,,,True,BROAD,
PR-5tQNbR,MC-000066-Glga,ACH-000066,rna,,,False,BROAD,
PR-5UaoeC,MC-000205-IlC2,ACH-000205,rna,,,False,BROAD,
PR-5uQTam,MC-002062-KLCC,ACH-002062,wes,AGILENT,,,SANGER,
PR-5uZoTw,MC-000008-LaE3,ACH-000008,wgs,,,,BROAD,
PR-5vQHpI,MC-001627-wPx0,ACH-001627,wes,ICE,,,BROAD,True
PR-5W465g,MC-002298-cl1G,ACH-002298,wes,AGILENT,,,SANGER,
PR-5wB7kT,MC-001360-PH5r,ACH-001360,wes,AGILENT,,,SANGER,
PR-5wJmAH,MC-002936-EOFj,ACH-002936,rna,,NOVA_SEQ_6000,True,BROAD,
PR-5wNsGX,MC-002024-AOt6,ACH-002024,rna,,,True,BROAD,True
PR-5WO99r,MC-002285-eXjs,ACH-002285,wes,AGILENT,,,SANGER,
PR-5wPoDH,MC-000911-cZaQ,ACH-000911,wes,AGILENT,,,SANGER,
PR-5XrVhV,MC-000691-SGad,ACH-000691,wes,AGILENT,,,SANGER,
PR-5YT1OE,MC-002792-NdWX,ACH-002792,wgs,,,,BROAD,
PR-5yYu3E,MC-000607-tkjL,ACH-000607,rna,,,False,BROAD,
PR-5Z9nRF,MC-003191-gctw,ACH-003191,wgs,,NOVA_SEQ_6000,,BROAD,
PR-5zf8Ee,MC-000946-Imv7,ACH-000946,rna,,,False,BROAD,
PR-5zjzIV,MC-000519-6MYr,ACH-000519,rna,,,False,BROAD,
PR-5zwe6L,MC-001059-r5m0,ACH-001059,wes,ICE,,,BROAD,True
PR-60ceNo,MC-001275-b4i6,ACH-001275,wgs,,NOVA_SEQ_6000,,BROAD,
PR-60G1Cd,MC-000897-E215,ACH-000897,wes,AGILENT,,,BROAD,
PR-60lGxp,MC-000751-E03J,ACH-000751,rna,,,False,BROAD,
PR-60Pdyw,MC-002485-tGTc,ACH-002485,rna,,,True,BROAD,
PR-6134Do,MC-000840-s0Cx,ACH-000840,wes,AGILENT,,,BROAD,
PR-61BIlx,MC-000680-EONb,ACH-000680,wes,AGILENT,,,SANGER,
PR-61lE8s,MC-000347-EPBq,ACH-000347,rna,,,False,BROAD,
PR-64cwWG,MC-002157-G0Nd,ACH-002157,wes,AGILENT,,,SANGER,
PR-65TGCU,MC-000116-OULj,ACH-000116,wes,AGILENT,,,SANGER,
PR-65U3FP,MC-000122-PKNQ,ACH-000122,wes,ICE,,,BROAD,
PR-66IWLo,MC-002711-FIAF,ACH-002711,rna,,,True,BROAD,
PR-66O0dn,MC-000057-XS1q,ACH-000057,rna,,,False,BROAD,
PR-66Xefu,MC-000289-wNga,ACH-000289,wes,AGILENT,,,BROAD,
PR-67RLdg,MC-003455-C8I1,ACH-003455,wes,ICE,HISEQ_4000,,BROAD,
PR-68uoMh,MC-001550-a6g4,ACH-001550,wes,ICE,,,BROAD,True
PR-68VQ73,MC-000725-O2Bv,ACH-000725,wes,AGILENT,,,SANGER,
PR-69D7JH,MC-000319-0wpg,ACH-000319,wes,AGILENT,,,SANGER,
PR-6Aoyjm,MC-000627-Frw9,ACH-000627,wes,AGILENT,,,SANGER,
PR-6AvZgM,MC-000141-aXn7,ACH-000141,wes,AGILENT,,,BROAD,
PR-6aWr47,MC-000038-mD4i,ACH-000038,wes,AGILENT,,,SANGER,
PR-6awX5n,MC-000819-hAT2,ACH-000819,rna,,,False,BROAD,
PR-6b02yU,MC-000768-FLBy,ACH-000768,rna,,,False,BROAD,
PR-6bANmd,MC-000930-v0gO,ACH-000930,rna,,,False,BROAD,
PR-6Bch6P,MC-000265-xaBW,ACH-000265,wgs,,NOVA_SEQ_6000,,BROAD,
PR-6BgR9L,MC-002070-tGf5,ACH-002070,wgs,,,,BROAD,
PR-6cgjNw,MC-000461-uDY4,ACH-000461,wes,AGILENT,,,BROAD,
PR-6cQSp2,MC-000544-xZXk,ACH-000544,wes,ICE,,,BROAD,
PR-6d53X9,MC-000364-NOKW,ACH-000364,wgs,,,,BROAD,
PR-6DGBcP,MC-002175-qkip,ACH-002175,wes,AGILENT,,,SANGER,
PR-6dOkU8,MC-000369-hSYj,ACH-000369,rna,,,False,BROAD,
PR-6E5fvI,MC-000095-UcYl,ACH-000095,rna,,,False,BROAD,
PR-6fNkuZ,MC-000901-p7dg,ACH-000901,rna,,,False,BROAD,
PR-6fVuaA,MC-001844-DHWT,ACH-001844,rna,,,True,BROAD,
PR-6gEpz9,MC-000173-L2qF,ACH-000173,wes,AGILENT,,,BROAD,
PR-6GNlMN,MC-000559-OXfk,ACH-000559,rna,,,False,BROAD,
PR-6GSWBb,MC-000579-xadI,ACH-000579,rna,,,False,BROAD,
PR-6hbj0G,MC-000162-QU83,ACH-000162,wes,AGILENT,,,SANGER,
PR-6hVuX7,MC-000757-en8T,ACH-000757,rna,,,False,BROAD,
PR-6jk4iH,MC-000177-s9Tb,ACH-000177,wes,AGILENT,,,SANGER,
PR-6jnXO1,MC-000124-5pKl,ACH-000124,wes,AGILENT,,,BROAD,
PR-6Jqlga,MC-000824-akuc,ACH-000824,rna,,,False,BROAD,
PR-6ldUF4,MC-000556-MsyC,ACH-000556,wes,AGILENT,,,SANGER,
PR-6MbQjV,MC-000581-Tdqz,ACH-000581,wes,AGILENT,,,SANGER,
PR-6MC061,MC-002401-V4Ih,ACH-002401,wes,ICE,,,BROAD,
PR-6MK3Tx,MC-000298-MmVL,ACH-000298,wgs,,,,BROAD,
PR-6MN8xw,MC-001184-12NX,ACH-001184,rna,,,True,BROAD,True
PR-6Ngp2b,MC-001496-yOV6,ACH-001496,rna,,,True,BROAD,True
PR-6NiRv5,MC-000387-9xMX,ACH-000387,rna,,,False,BROAD,
PR-6nqWFb,MC-001344-oQWg,ACH-001344,wes,AGILENT,,,SANGER,
PR-6nTedt,MC-000615-qzpF,ACH-000615,rna,,,False,BROAD,
PR-6o1wDH,MC-002660-GpFz,ACH-002660,rna,,,True,BROAD,
PR-6OLvAx,MC-000085-DjQm,ACH-000085,wes,AGILENT,,,BROAD,
PR-6pJTKH,MC-001209-FezB,ACH-001209,wgs,,,,BROAD,
PR-6PmiOz,MC-003150-qtLh,ACH-003150,rna,,NOVA_SEQ_6000,True,BROAD,
PR-6PvcxX,MC-003184-xxvb,ACH-003184,rna,,NOVA_SEQ_6000,True,BROAD,
PR-6PWbSI,MC-002778-QeHD,ACH-002778,rna,,,True,BROAD,
PR-6PzjrD,MC-001655-jaAf,ACH-001655,wes,ICE,,,BROAD,True
PR-6qUWnX,MC-001650-X72x,ACH-001650,wes,AGILENT,,,SANGER,
PR-6rFlzp,MC-000804-Hxgj,ACH-000804,rna,,,False,BROAD,
PR-6SAwzH,MC-000848-TnzG,ACH-000848,rna,,,False,BROAD,
PR-6Sb7kf,MC-002544-9Y33,ACH-002544,wgs,,,,BROAD,
PR-6sBBEB,MC-000260-8I0U,ACH-000260,wgs,,,,BROAD,
PR-6Sm3oF,MC-001679-DRZr,ACH-001679,rna,,,True,BROAD,
PR-6sQtx5,MC-002013-eJpb,ACH-002013,rna,,,True,BROAD,
PR-6SYPcz,MC-000674-nmJ4,ACH-000674,wgs,,,,BROAD,
PR-6SyWYo,MC-002181-oaSe,ACH-002181,wes,AGILENT,,,SANGER,
PR-6U5hLz,MC-000750-bafP,ACH-000750,wgs,,,,BROAD,
PR-6vyxQa,MC-000347-JMGU,ACH-000347,wes,AGILENT,,,SANGER,
PR-6vZTuK,MC-001001-SLVN,ACH-001001,rna,,,True,BROAD,
PR-6Wbfvi,MC-000806-fUz0,ACH-000806,rna,,,False,BROAD,
PR-6WdmAx,MC-002041-CAG2,ACH-002041,rna,,,True,BROAD,True
PR-6wUUpP,MC-000897-E215,ACH-000897,rna,,,False,BROAD,
PR-6xbU8h,MC-002342-hKWV,ACH-002342,wes,AGILENT,,,SANGER,
PR-6xL42w,MC-000366-wgzn,ACH-000366,wgs,,NOVA_SEQ_6000,,BROAD,
PR-6XMxeb,MC-000394-x6is,ACH-000394,rna,,,False,BROAD,
PR-6Ybf3z,MC-000938-Ia8t,ACH-000938,wes,AGILENT,,,SANGER,
PR-6yfakc,MC-000871-aeyP,ACH-000871,wgs,,,,BROAD,
PR-6yM2mu,MC-000686-bnNq,ACH-000686,wes,AGILENT,,,BROAD,
PR-6YTkOv,MC-000533-fYvG,ACH-000533,wes,ICE,,,BROAD,
PR-6Z0exD,MC-000956-WA5g,ACH-000956,rna,,,False,BROAD,
PR-6zE2q1,MC-000386-kHRm,ACH-000386,rna,,,False,BROAD,
PR-70d3re,MC-000884-qtr4,ACH-000884,wes,ICE,,,BROAD,
PR-711hbz,MC-000304-yRLH,ACH-000304,wgs,,NOVA_SEQ_6000,,BROAD,
PR-725KuH,MC-001031-oRDI,ACH-001031,rna,,,True,BROAD,True
PR-727ZKc,MC-000638-PFDi,ACH-000638,wes,AGILENT,,,SANGER,
PR-72oXyh,MC-002259-6MsH,ACH-002259,wes,AGILENT,,,SANGER,
PR-72Va7n,MC-000914-GsyT,ACH-000914,wgs,,,,BROAD,
PR-72XNeT,MC-001347-gXUu,ACH-001347,wes,ICE,,,BROAD,True
PR-73LP4X,MC-001402-CPYn,ACH-001402,wes,ICE,,,BROAD,True
PR-73nc9C,MC-003152-uk4p,ACH-003152,rna,,NOVA_SEQ_6000,True,BROAD,
PR-74eluO,MC-000982-lmOa,ACH-000982,rna,,,False,BROAD,
PR-74xMiY,MC-000702-pRTU,ACH-000702,wes,AGILENT,,,BROAD,
PR-75rvpO,MC-000155-zv6Z,ACH-000155,wgs,,,,BROAD,
PR-76S5tV,MC-000345-yXks,ACH-000345,wes,AGILENT,,,SANGER,
PR-76UU6d,MC-001853-bIA7,ACH-001853,wes,ICE,,,BROAD,True
PR-77Wvzz,MC-000252-phXb,ACH-000252,wes,AGILENT,,,SANGER,
PR-78Rz7B,MC-000902-JVOX,ACH-000902,rna,,,False,BROAD,
PR-79Mqqq,MC-001700-JTY9,ACH-001700,wgs,,,,BROAD,
PR-7Alqku,MC-000439-NHr9,ACH-000439,wes,AGILENT,,,BROAD,
PR-7am447,MC-001164-VOSE,ACH-001164,rna,,,True,BROAD,
PR-7aOBrs,MC-000508-Bwd0,ACH-000508,rna,,,False,BROAD,
PR-7apVSV,MC-000645-YBVU,ACH-000645,rna,,,False,BROAD,
PR-7ATO6F,MC-000012-7IbT,ACH-000012,rna,,,False,BROAD,
PR-7AvMJR,MC-001687-KHc1,ACH-001687,wes,ICE,,,BROAD,True
PR-7aZuj8,MC-001828-se6f,ACH-001828,wgs,,,,BROAD,
PR-7B1C9M,MC-002101-C2FG,ACH-002101,wes,AGILENT,,,SANGER,
PR-7B4jAS,MC-000215-1uuU,ACH-000215,wes,ICE,,,BROAD,
PR-7BCUXr,MC-000220-UIlG,ACH-000220,wes,AGILENT,,,BROAD,
PR-7bETuY,MC-001097-kxuV,ACH-001097,wes,ICE,,,BROAD,True
PR-7bX1tr,MC-002048-52d6,ACH-002048,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-7c8jb1,MC-000326-DIBJ,ACH-000326,wes,AGILENT,,,SANGER,
PR-7cBpp8,MC-000430-zl5N,ACH-000430,rna,,,False,BROAD,
PR-7CTAVs,MC-001519-bkMC,ACH-001519,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-7D6zg7,MC-000402-iC8K,ACH-000402,wes,AGILENT,,,BROAD,
PR-7dTCvD,MC-000005-Aycs,ACH-000005,wes,ICE,,,BROAD,
PR-7eCkVg,MC-001049-c4rX,ACH-001049,wes,AGILENT,,,SANGER,
PR-7efTvD,MC-000516-TvpK,ACH-000516,rna,,,False,BROAD,
PR-7FbLPU,MC-000693-vUEr,ACH-000693,rna,,,False,BROAD,
PR-7GcxlA,MC-000119-biIS,ACH-000119,wes,AGILENT,,,BROAD,
PR-7GK41c,MC-000670-fvgh,ACH-000670,rna,,,False,BROAD,
PR-7gNYAa,MC-000505-3edj,ACH-000505,wes,AGILENT,,,BROAD,
PR-7GzVTI,MC-000193-a7Ej,ACH-000193,wes,AGILENT,,,SANGER,
PR-7HbzQc,MC-001338-zr7W,ACH-001338,wes,AGILENT,,,SANGER,
PR-7hHZ69,MC-002244-axCQ,ACH-002244,wes,AGILENT,,,SANGER,
PR-7InfbV,MC-000171-D1xj,ACH-000171,rna,,,False,BROAD,
PR-7JCpok,MC-000793-0iSa,ACH-000793,wgs,,,,BROAD,
PR-7K2yhx,MC-001151-dENl,ACH-001151,rna,,,True,BROAD,
PR-7KmF9j,MC-003475-H7Y4,ACH-003475,wes,ICE,HISEQ_X_10,,BROAD,
PR-7LaE1z,MC-000344-SRpi,ACH-000344,wes,AGILENT,,,BROAD,
PR-7lDaBF,MC-001059-r5m0,ACH-001059,rna,,,True,BROAD,True
PR-7LeZC9,MC-002928-wtOE,ACH-002928,rna,,NOVA_SEQ_6000,True,BROAD,
PR-7LkeqG,MC-001982-nWKb,ACH-001982,wgs,,,,BROAD,True
PR-7lYHs6,MC-001625-p0RD,ACH-001625,wes,ICE,,,BROAD,True
PR-7M6hyK,MC-000587-Rius,ACH-000587,wgs,,,,BROAD,
PR-7mGBFZ,MC-000651-t17h,ACH-000651,wes,AGILENT,,,SANGER,
PR-7mhpAP,MC-002665-HJdz,ACH-002665,wgs,,,,BROAD,
PR-7moAnB,MC-001971-9Qqf,ACH-001971,rna,,,True,BROAD,
PR-7mxijk,MC-001164-VOSE,ACH-001164,wes,ICE,,,BROAD,
PR-7mztNC,MC-000095-UcYl,ACH-000095,wes,ICE,,,BROAD,
PR-7n7fXy,MC-000987-YYzL,ACH-000987,wes,AGILENT,,,SANGER,
PR-7nlItI,MC-000142-E7OD,ACH-000142,wgs,,NOVA_SEQ_6000,,BROAD,
PR-7nSGqD,MC-000655-bdkQ,ACH-000655,rna,,,False,BROAD,
PR-7o3bw3,MC-000092-ewoj,ACH-000092,rna,,,False,BROAD,
PR-7pNdq2,MC-003472-Q1A9,ACH-003472,rna,,HISEQ_2500,True,BROAD,
PR-7pZBap,MC-000290-aDAR,ACH-000290,rna,,,False,BROAD,
PR-7Q6dXV,MC-002780-ddZi,ACH-002780,rna,,,True,BROAD,
PR-7QUNbJ,MC-000359-gx4I,ACH-000359,wes,AGILENT,,,SANGER,
PR-7t73Eo,MC-000295-wXek,ACH-000295,rna,,,False,BROAD,
PR-7tGhYX,MC-000794-a6tw,ACH-000794,wes,AGILENT,,,SANGER,
PR-7TW7XL,MC-000446-BoNJ,ACH-000446,rna,,,False,BROAD,
PR-7UuGkQ,MC-002253-PoLX,ACH-002253,wes,AGILENT,,,SANGER,
PR-7vcLBC,MC-001686-Zesm,ACH-001686,rna,,,True,BROAD,
PR-7W600z,MC-000722-zUCP,ACH-000722,wes,AGILENT,,,SANGER,
PR-7w8eU0,MC-000611-rOIo,ACH-000611,wes,AGILENT,,,SANGER,
PR-7WaDe1,MC-000461-uDY4,ACH-000461,rna,,,False,BROAD,
PR-7wfZWS,MC-000248-VRrA,ACH-000248,wgs,,,,BROAD,
PR-7wM9aM,MC-002166-BGjV,ACH-002166,wes,AGILENT,,,SANGER,
PR-7wqNkp,MC-000908-MMId,ACH-000908,wes,AGILENT,,,BROAD,
PR-7WsXyl,MC-001676-Iulf,ACH-001676,rna,,,True,BROAD,
PR-7wTlSr,MC-000457-BEt0,ACH-000457,wgs,,,,BROAD,
PR-7XTzf6,MC-000401-PCm2,ACH-000401,rna,,,False,BROAD,
PR-7y8D5u,MC-000915-mAea,ACH-000915,rna,,,False,BROAD,
PR-7Y9PuW,MC-001484-dooe,ACH-001484,rna,,,True,BROAD,True
PR-7yEowu,MC-000637-aARQ,ACH-000637,wes,ICE,,,BROAD,
PR-7YMowa,MC-000840-s0Cx,ACH-000840,rna,,,False,BROAD,
PR-7yrrgO,MC-000070-XibM,ACH-000070,rna,,,False,BROAD,
PR-7Z2iGS,MC-000174-bUpy,ACH-000174,rna,,,False,BROAD,
PR-7zn9JP,MC-000021-GmXg,ACH-000021,wes,AGILENT,,,SANGER,
PR-7zqkBh,MC-000076-het0,ACH-000076,rna,,,False,BROAD,
PR-7zRmM9,MC-002799-dBEe,ACH-002799,wgs,,,,BROAD,
PR-81aBxE,MC-000140-6aW4,ACH-000140,rna,,,False,BROAD,
PR-81IKHg,MC-000745-KWJQ,ACH-000745,wes,AGILENT,,,SANGER,
PR-81oclJ,MC-000952-7GXZ,ACH-000952,wes,AGILENT,,,BROAD,
PR-82ZqvV,MC-000280-pNNC,ACH-000280,rna,,,False,BROAD,
PR-83lP8j,MC-000596-ocip,ACH-000596,wes,ICE,,,BROAD,
PR-84JV3M,MC-001707-F2CK,ACH-001707,rna,,,True,BROAD,True
PR-84mJ2n,MC-001451-WMrP,ACH-001451,rna,,,True,BROAD,True
PR-84shel,MC-000880-8KRb,ACH-000880,wgs,,,,BROAD,
PR-857s92,MC-000026-oSZT,ACH-000026,rna,,,False,BROAD,
PR-85uMir,MC-000529-XJJm,ACH-000529,rna,,,False,BROAD,
PR-86Rnag,MC-001532-MUr8,ACH-001532,wes,ICE,,,BROAD,True
PR-882Px5,MC-002058-fvr5,ACH-002058,wes,AGILENT,,,SANGER,
PR-88E7Xf,MC-000800-GRpv,ACH-000800,wes,AGILENT,,,SANGER,
PR-88GPEz,MC-000307-COGw,ACH-000307,rna,,,False,BROAD,
PR-88HQm4,MC-001274-gpFs,ACH-001274,wgs,,NOVA_SEQ_6000,,BROAD,
PR-89HlYy,MC-000285-SV5v,ACH-000285,wes,AGILENT,,,BROAD,
PR-8A8VfP,MC-000258-6FD9,ACH-000258,wes,AGILENT,,,SANGER,
PR-8ALmei,MC-000941-TQc0,ACH-000941,rna,,,False,BROAD,
PR-8aUlkq,MC-001609-ziwW,ACH-001609,rna,,,True,BROAD,True
PR-8Br5s3,MC-000329-gbtH,ACH-000329,wes,AGILENT,,,BROAD,
PR-8BrHOT,MC-000120-SeIV,ACH-000120,wgs,,,,BROAD,
PR-8BsVlg,MC-001523-EZfZ,ACH-001523,rna,,,True,BROAD,True
PR-8Cmbny,MC-000006-DkL3,ACH-000006,rna,,,False,BROAD,
PR-8crwgT,MC-000346-ZhjV,ACH-000346,rna,,,False,BROAD,
PR-8D5wB9,MC-002305-fFb6,ACH-002305,wes,AGILENT,,,SANGER,
PR-8E5B6f,MC-002340-Trdd,ACH-002340,wes,AGILENT,,,SANGER,
PR-8EE2ka,MC-002247-hsx5,ACH-002247,wes,AGILENT,,,SANGER,
PR-8EgLQ4,MC-000513-jKDw,ACH-000513,wes,AGILENT,,,BROAD,
PR-8Etq5F,MC-000579-O3LW,ACH-000579,wes,AGILENT,,,SANGER,
PR-8EZwQT,MC-000555-ZjrM,ACH-000555,rna,,,False,BROAD,
PR-8f5n0f,MC-000670-Drkb,ACH-000670,wes,AGILENT,,,SANGER,
PR-8FmIkm,MC-000574-NENH,ACH-000574,rna,,,False,BROAD,
PR-8gZHSw,MC-000405-OrjD,ACH-000405,wes,AGILENT,,,BROAD,
PR-8HSgmJ,MC-000874-efl6,ACH-000874,wgs,,NOVA_SEQ_6000,,BROAD,
PR-8hUBH6,MC-002924-1x2y,ACH-002924,wgs,,,,BROAD,
PR-8Hxi0Y,MC-000978-Wsx1,ACH-000978,rna,,,False,BROAD,
PR-8i6FDf,MC-000681-4O7k,ACH-000681,wes,AGILENT,,,SANGER,
PR-8IdR56,MC-003180-fghh,ACH-003180,wgs,,NOVA_SEQ_6000,,BROAD,
PR-8iDtve,MC-000468-c6hY,ACH-000468,rna,,,False,BROAD,
PR-8IF7lx,MC-000676-xCHT,ACH-000676,wes,ICE,,,BROAD,
PR-8jyfpV,MC-001630-hYpZ,ACH-001630,wes,ICE,,,BROAD,True
PR-8k60ge,MC-000492-fJz7,ACH-000492,rna,,,False,BROAD,
PR-8kT9dj,MC-000824-iT8M,ACH-000824,wes,AGILENT,,,SANGER,
PR-8kVo1s,MC-000644-wPiH,ACH-000644,rna,,,False,BROAD,
PR-8led3R,MC-000511-GHgo,ACH-000511,rna,,,False,BROAD,
PR-8LENPA,MC-000981-9U4c,ACH-000981,wes,AGILENT,,,SANGER,
PR-8LFywS,MC-000763-Lfpn,ACH-000763,rna,,,False,BROAD,
PR-8MkrYb,MC-001418-yATq,ACH-001418,rna,,,True,BROAD,True
PR-8mRI0n,MC-000895-CSYv,ACH-000895,rna,,,False,BROAD,
PR-8MVaEE,MC-002659-6thC,ACH-002659,rna,,,True,BROAD,True
PR-8nhMR6,MC-001835-poui,ACH-001835,wes,ICE,,,BROAD,
PR-8NpDE7,MC-000937-QPMF,ACH-000937,rna,,,False,BROAD,
PR-8NUsiw,MC-000664-6o68,ACH-000664,wes,AGILENT,,,SANGER,
PR-8octmu,MC-000936-ljVZ,ACH-000936,wgs,,,,BROAD,
PR-8oZYyH,MC-001686-Zesm,ACH-001686,wes,ICE,,,BROAD,
PR-8pIIv9,MC-002149-bppW,ACH-002149,wes,AGILENT,,,SANGER,
PR-8PpFpX,MC-001674-mbDI,ACH-001674,wes,AGILENT,,,SANGER,
PR-8q87By,MC-000076-het0,ACH-000076,wes,AGILENT,,,BROAD,
PR-8QwR97,MC-000626-fGl1,ACH-000626,wes,AGILENT,,,SANGER,
PR-8Rs4MB,MC-001368-uorq,ACH-001368,wes,AGILENT,,,SANGER,
PR-8rVvVB,MC-002005-AENg,ACH-002005,rna,,,True,BROAD,True
PR-8sK5Pe,MC-000735-pw8K,ACH-000735,wes,AGILENT,,,BROAD,
